Ticker,ADANIENT.NS,ADANIGREEN.NS,ADANIPORTS.NS,ADANIPOWER.NS,AMBUJACEM.NS,APOLLOHOSP.NS,ASIANPAINT.NS,AXISBANK.NS,BAJAJ-AUTO.NS,BAJAJFINSV.NS,BAJFINANCE.NS,BANDHANBNK.NS,BERGEPAINT.NS,BHARTIARTL.NS,BIOCON.NS,BOSCHLTD.NS,BPCL.NS,BRITANNIA.NS,CANBK.NS,CIPLA.NS,COALINDIA.NS,COLPAL.NS,CUMMINSIND.NS,DIVISLAB.NS,DRREDDY.NS,EICHERMOT.NS,EXIDEIND.NS,FSL.NS,GAIL.NS,GODREJCP.NS,GRASIM.NS,HAVELLS.NS,HCLTECH.NS,HDFCAMC.NS,HDFCBANK.NS,HDFCLIFE.NS,HEROMOTOCO.NS,HINDALCO.NS,HINDPETRO.NS,HINDUNILVR.NS,HINDZINC.NS,ICICIBANK.NS,ICICIGI.NS,ICICIPRULI.NS,IDFCFIRSTB.NS,INDIACEM.NS,INDUSINDBK.NS,INFY.NS,IOC.NS,ITC.NS,JINDALSTEL.NS,JSWSTEEL.NS,JUBLFOOD.NS,KOTAKBANK.NS,LT.NS,LUPIN.NS,M&M.NS,MANAPPURAM.NS,MARUTI.NS,MUTHOOTFIN.NS,NATIONALUM.NS,NESTLEIND.NS,NMDC.NS,NTPC.NS,ONGC.NS,PNB.NS,POWERGRID.NS,RBLBANK.NS,RELIANCE.NS,SAIL.NS,SBILIFE.NS,SBIN.NS,SHREECEM.NS,SUNPHARMA.NS,SYNGENE.NS,TATACONSUM.NS,TATAMOTORS.NS,TATAPOWER.NS,TATASTEEL.NS,TCS.NS,TECHM.NS,TITAN.NS,ULTRACEMCO.NS,VOLTAS.NS,WIPRO.NS
ADANIENT.NS,0.13923225309315018,0.0863358459991386,0.0984856997725436,0.10575945500354554,0.0621869654420077,0.03797368321992539,0.03811893090894042,0.03948110056237346,0.02828675261181683,0.06296816456806788,0.06198141468637291,0.05302194719713922,0.04684258707396086,0.03422936551750984,0.03112809441111495,0.05161127414123039,0.02823982122549526,0.030742383301160112,0.07567379993776219,0.011066881218360101,0.04859391983203744,0.019562092826467235,0.03337305137475448,0.0316756697308871,0.023539426808785666,0.046820580013344666,0.05391145814725899,0.05141633335098113,0.03652895828139155,0.03450688554751638,0.05987240953965654,0.051228997254415834,0.036302146449688065,0.05055772525666637,0.033575191155087454,0.04175217979428131,0.04237045007899106,0.0550016903241982,0.02413208665475756,0.028112275694180077,0.034430979792322035,0.039906907377169266,0.034302302298594094,0.04465806596636404,0.07455695337062763,0.0869678657234207,0.06290849547680387,0.03387079365122639,0.032588835976400485,0.035420134315034525,0.06992358269895069,0.06193195954339695,0.05960744944412944,0.03654298763153195,0.05256540942953498,0.028111610740518333,0.051185671742048966,0.05419225479220837,0.04286351769381992,0.03507163646071591,0.06346884091009257,0.018903054528048826,0.055806038479100456,0.03980469673248252,0.013355660663133342,0.06499056956679683,0.03098257274566865,0.09997647158311862,0.046067248007850746,0.07198938596964705,0.034869658635110205,0.04801085476333378,0.046078374761479926,0.02146229532262055,0.03914166021568338,0.052053341056545306,0.07780069176211166,0.08305083042292552,0.009319628727074562,0.032547845253447207,0.04252802895359267,0.0476101191317312,0.04523757475926664,0.05072508803979886,0.04110214647802473
ADANIGREEN.NS,0.0863358459991386,0.30491863576500133,0.08538294622520948,0.13362874712673065,0.062402159394076985,0.019701288971520844,0.006860829437193894,0.046555030490287246,0.023987566320112064,0.03910413595912704,0.054706853345151366,0.046526807504222605,0.02691200632504971,0.02411582240426393,0.026659741942671452,0.04293567343758914,0.011828912339981155,0.011703092163764398,0.06643668729760117,0.002531797463834609,0.03664701557210763,0.010909683354008446,0.027545911074376747,0.012674460542707072,0.0018676373767222865,0.03511627369387945,0.038994843150884965,0.027378506243095197,0.042798635770375536,0.03383019275071166,0.04577440751158355,0.03408493397463928,0.009514292441439602,0.036087837948093324,0.03270703070359149,0.04039158315934404,0.04210390289822202,0.05863042447995234,0.025880228057563376,0.01757065745261778,0.032911719640661086,0.0338025802003842,0.021274224867161903,0.0391553514367965,0.06698414364013941,0.07356180526105899,0.055033983896083286,0.008421935749509873,0.02597006468434411,0.027442912283608404,0.06755389221130977,0.0611568715224689,0.04554489211066209,0.035917937157286445,0.025201206063398388,0.02194542408402092,0.04081367016296936,0.04953606089665097,0.041124272649259816,0.02017685213085054,0.05671220729897112,0.010468938781462744,0.04319235997084808,0.03345132463174086,0.036828899003431684,0.061742538984280795,0.006121601826416813,0.06262109254641555,0.038548860595920574,0.06112739304613738,0.03156135493536363,0.04510392245086514,0.02696234220413215,0.01513763873543601,0.021565810858217047,0.033854094989741575,0.04586027421436446,0.06438321908071663,0.03345835116389349,0.014321643123286147,0.025420994595075075,0.03693602207079331,0.024896006053478966,0.039454618566928557,0.018734012183217554
ADANIPORTS.NS,0.0984856997725436,0.08538294622520948,0.11875546189902884,0.10353044097504706,0.06107454478164566,0.036071507701302664,0.03826141327883604,0.04029353270765072,0.031152064567210112,0.05543672950138079,0.060612710314252236,0.053596336614158926,0.04486798872323968,0.03468080999707291,0.035821935635128054,0.0553266009656339,0.03473252933178336,0.024907432492483554,0.07574802654207825,0.020457087489388133,0.046294605371177244,0.024294102605436952,0.0389627655038883,0.04071866019206353,0.025010322076001915,0.04636464785117867,0.04930800332281525,0.04958862280034316,0.029445272057356378,0.037001102170859224,0.05407336410960813,0.04563244433607427,0.03517085942657709,0.05544833711945766,0.03640444720546375,0.04161124508752229,0.041862278527116624,0.05556222962511037,0.032032625419376244,0.026612116467916187,0.03795618580939917,0.03749436349412683,0.03140705942418132,0.04087388875734284,0.07639882209339895,0.08526788380396012,0.05902169523746236,0.037141061675509436,0.032255942535879094,0.03453177321913761,0.06916295791871291,0.06273618738255379,0.05350939451101479,0.03545295978250081,0.052012883271902455,0.036341582134046695,0.050189254131442235,0.05834722869035068,0.041778335120575424,0.035794127866551555,0.060787818735476305,0.02108202942286417,0.052625497562339925,0.03317511550490076,0.017243054665009323,0.07843295683984892,0.026723093295765367,0.09423714221455075,0.04459301549737386,0.07184946002722628,0.03436449923134376,0.04628664153672686,0.04896884853077703,0.023204273816626594,0.033581658545362075,0.047207983433251166,0.06944402556610052,0.07523395884880348,0.027785620551851853,0.036862768631250924,0.045990128853605976,0.049784423765527504,0.04655256101694632,0.04917023334153722,0.04481125037407894
ADANIPOWER.NS,0.10575945500354554,0.13362874712673065,0.10353044097504706,0.35989432823465384,0.059279624502671956,0.02924648356056129,0.034690327428774155,0.03659074807136284,0.04297206123985745,0.048028727728532256,0.056431172073225164,0.07822032802352413,0.042021472573591796,0.043836385948609564,0.04418754303983226,0.06137307770182396,0.0314501902543656,0.019846041355501602,0.08652826958499706,0.016412445033795967,0.05201528160068934,0.03259415883276703,0.03883455082601519,0.02646403016333935,0.023468443339272504,0.06226367787978585,0.05250181589304874,0.05584837443800333,0.047399689721065424,0.03365464294519134,0.05058703010639003,0.05694527607517478,0.031235395565819363,0.0518338266446614,0.02808754366557179,0.044937977432923895,0.049420185928911814,0.060149416851200316,0.033560469493998234,0.026685479687992352,0.03766053399531549,0.03816186574627564,0.03111250130216429,0.044884428360669706,0.08588727913876895,0.10468985760955324,0.06868927773480811,0.023185323732731078,0.030145158243303015,0.039831778918303744,0.08262224393415371,0.0614893736063118,0.0580014479752066,0.03545745323487859,0.047004958058154245,0.028579310756668284,0.06579342510463404,0.06536030185877349,0.051942479078357626,0.03263104863332252,0.0747029324514539,0.009280673518605922,0.05723011543421632,0.04430248863607591,0.0271163840905117,0.09107340673546625,0.028533066575101875,0.11902256797857569,0.04309234383720279,0.07244070977628536,0.02356626315883151,0.049141116150369014,0.040879407820635816,0.02132124386206284,0.028524798702673115,0.05008406507733312,0.08960971286005551,0.10252404887139441,0.010866223914956884,0.029029710686549835,0.04845089222918145,0.042804211835566874,0.035866781569910855,0.05124105285593094,0.036472019595191446
AMBUJACEM.NS,0.0621869654420077,0.062402159394076985,0.06107454478164566,0.059279624502671956,0.12295634544836576,0.02630584264215357,0.02422385619342899,0.027223386955742734,0.023436585809400973,0.04053495305954851,0.04074236726806153,0.040021702119549654,0.0335940962968788,0.021633241539669473,0.018649694090209893,0.029705091125090687,0.02411933446574945,0.018949705071116308,0.05259515433368251,0.00474898948672947,0.014683533244681399,0.0179046256734063,0.022283855973456383,0.022653955999446855,0.012338765858467174,0.04119678931971984,0.03731525273411334,0.04053411206251192,0.016180018986942424,0.032071360138702876,0.050806295123133914,0.03537320252091577,0.01735758611761711,0.039176299856007034,0.02606528439934196,0.032550929411882874,0.025715022026479642,0.036639554073866654,0.0316418975906016,0.01802794927573919,0.021755022318179842,0.027884970858037875,0.019566030817773146,0.032445963767886596,0.04682734668494206,0.1045038852318042,0.039748900957617184,0.021796397119401782,0.028360247452560595,0.02105285954846456,0.05282765073754358,0.03700469862682708,0.04637488442087722,0.02152188515789664,0.029796927111759654,0.016685669181231235,0.030480761639404472,0.03792145123537531,0.034231344644735824,0.01901848112338877,0.03724814497532616,0.015320209681535413,0.03289358330397896,0.02858652957317436,-0.0003049660996271783,0.040490611823708285,0.018628642335584308,0.04990244806726151,0.0250732498166048,0.043658513415997996,0.021946919471340996,0.03568068387111621,0.04861434583923874,0.017864817992867033,0.01912178392391895,0.03146428343717563,0.041056496743645414,0.04996129781450339,0.02697085743048271,0.019819234762823445,0.03023660836289834,0.0222298001191768,0.04783061725562846,0.032285059952198235,0.026421898121632387
APOLLOHOSP.NS,0.03797368321992539,0.019701288971520844,0.036071507701302664,0.02924648356056129,0.02630584264215357,0.1044050433828536,0.02279739133563886,0.028273202048339722,0.019528387984736887,0.038252390415573365,0.04466140244458857,0.030554344525581142,0.028138150226094363,0.019578626603609713,0.029503193200152704,0.02796682931697518,0.01883909852003292,0.019442133295738837,0.041247132505359024,0.015317724949906552,0.034323159927847305,0.01368772052321252,0.021163575167768744,0.02841949733693662,0.014917214041396148,0.028778323933743886,0.02624294673249506,0.04420183235290451,0.019014730859195996,0.0239813785550489,0.0367349118111349,0.030756576771343504,0.03222070054190936,0.03410197511158058,0.026883986995536065,0.02654004021634341,0.028192067054640856,0.04916569112517789,0.01502879174128157,0.023494986770110065,0.02481244603637228,0.02837552931475499,0.017328086772198156,0.0201332935584932,0.04153336126814904,0.0474150045633455,0.041574745595698126,0.03106014090574803,0.017345102849002994,0.01294224872222933,0.04862756443081478,0.03701726252132644,0.04701161530741946,0.02155479128309575,0.02863166758213495,0.03325520338617022,0.029993956106582755,0.03542364741837903,0.026148935592847426,0.02266851947481468,0.04723149853763076,0.014700989181672005,0.03407135679107313,0.01611872036102138,0.004043925951943346,0.03869049454365195,0.013636705371556677,0.05631279288909664,0.02308594578444476,0.048559596349274835,0.022605459500066007,0.02293743014613767,0.027878257492126173,0.01752546261792491,0.03220947789729392,0.02936322416202165,0.045175362784562766,0.04042674595366054,0.018368824100798545,0.025026301946611235,0.036312663384831995,0.03404133071368244,0.025156675142040594,0.03288428103043475,0.03697024704750384
ASIANPAINT.NS,0.03811893090894042,0.006860829437193894,0.03826141327883604,0.034690327428774155,0.02422385619342899,0.02279739133563886,0.0720603004499036,0.020830846138354148,0.020249211038783615,0.04000079786261733,0.04017338595904653,0.01888319279517232,0.05141467201429862,0.017172316608391084,0.02295805493644267,0.03031608991185012,0.024656908549871254,0.01931001115481076,0.027935855143197193,0.008066029075009893,0.00047285216106365434,0.01723862768749582,0.022145166814464393,0.03194151943876956,0.019068069780598815,0.03443832561781399,0.024567841634268336,0.029465302768943692,-0.0007277029758548361,0.029107112250068286,0.03952023925775213,0.0291051988299784,0.019884859179978297,0.025853854231818844,0.022346685950026556,0.022814372475319523,0.02893530969879076,0.012801104981818344,0.02166133946838882,0.03393295313802046,0.010932014099660438,0.024905709869005862,0.023732970414008438,0.02821053427379066,0.030333570123205672,0.042448674695703625,0.03493845996299254,0.025106256820511527,0.016281610410887472,0.010363326574433316,0.020240333470588043,0.020301041509028495,0.04316498875632904,0.023940240589688248,0.03054157676946481,0.02593807146947584,0.03048449041903261,0.019525397464398082,0.03218552068229479,0.019597929048789216,0.012517299798752938,0.019984226986556157,0.013448944595509695,0.0052950740484402565,-0.01522712265904973,0.024739795126957148,0.006610916758612603,0.041190518354890626,0.018194378282074656,0.02359024377831924,0.020021590567213865,0.023124822690848965,0.03359759337884335,0.017993968503274286,0.0233676388653957,0.032113251935789275,0.038501749593764345,0.02420862677184181,0.013070642488164636,0.02464699174252365,0.025167158655595004,0.03626830459045976,0.03697992984631574,0.02797772269494037,0.030833968428115074
AXISBANK.NS,0.03948110056237346,0.046555030490287246,0.04029353270765072,0.03659074807136284,0.027223386955742734,0.028273202048339722,0.020830846138354148,0.08392322839380134,0.021707670323453596,0.045645815610066594,0.04481316409727798,0.05208426866526039,0.023773442963024888,0.02307300983716018,0.02642579259453836,0.030917989618132705,0.026582182589366395,0.020431732417702048,0.07247574103085794,0.01010464560415738,0.02710906482182902,0.012602578083573296,0.019731048216829434,0.014110547150458974,0.014257712652384248,0.031813987586796,0.033115120720554586,0.027632306802947437,0.015978023805723125,0.030695184683266173,0.036499734024217065,0.018892393127091695,0.022849378827709772,0.03581194834597883,0.031202306708666284,0.037755400266919655,0.028459592714660104,0.033632705355414155,0.020782300179647044,0.027269570771228026,0.02577695446208758,0.04341438976331921,0.03228774270396471,0.023423364562810012,0.05647899794309588,0.05315534628745109,0.05594435923260523,0.02286225613172795,0.022410490959240303,0.01754763756614601,0.04108523172239713,0.0367293026442379,0.0308499323146223,0.03547403510389521,0.03269008379390219,0.018444374913588777,0.033450939226422303,0.044849525764265194,0.03769414813265758,0.02260495951703397,0.04034399221140706,0.015304216058234683,0.0332908093417969,0.020054347699523405,0.005032088705644392,0.06245141520644804,0.01506913810783938,0.07262990717714371,0.0270390882477672,0.04417014618545602,0.03003903792192279,0.048638313540425276,0.02908133329024664,0.008459804823117553,0.016972089422017788,0.02144109793176814,0.046688690244971645,0.038898428379344374,0.010955231222560776,0.01940304925128084,0.026385743111941706,0.0315325769310398,0.032802244065906615,0.034543823387380726,0.02838453211254524
BAJAJ-AUTO.NS,0.02828675261181683,0.023987566320112064,0.031152064567210112,0.04297206123985745,0.023436585809400973,0.019528387984736887,0.020249211038783615,0.021707670323453596,0.05490166808656281,0.02526486596263562,0.026310347733717248,0.029888485431060242,0.021950129963317296,0.02177712349060654,0.022714812606604188,0.02859085650073915,0.01700934846147591,0.01261996691586448,0.03298785399973179,0.011913093974616623,0.00916839873993458,0.014709152612127708,0.01714992321477062,0.020454738236087754,0.013982954743708035,0.03456116426567398,0.0203480121076773,0.02192339331044564,0.008200785992659203,0.02347398401062512,0.021057557513940058,0.02023927925435729,0.013951851013934225,0.022691266704947248,0.019841194058876657,0.01956900915523961,0.03449573809403579,0.026123708052352968,0.015955481604401123,0.02249157469883861,0.010140912272358015,0.02016648885047482,0.018714470668403663,0.024692132447717983,0.03277705418883476,0.04080319563156157,0.02903787389960124,0.01680517490430638,0.017193107306735456,0.01044678171541407,0.022738091486598663,0.018590138317152,0.022860074780223904,0.021598408046100245,0.020415849177002295,0.02252500423183893,0.03040675618847485,0.025720521425258113,0.03542396495900163,0.010323784037779534,0.02485353554730465,0.014318583379113221,0.013449389686755818,0.01578844839736266,0.012839108275616917,0.024508901155315146,0.010608742469347376,0.04556541237774853,0.022565602895906273,0.023564510527472503,0.017317856556994846,0.024065699218985735,0.019106629071327156,0.013206428193850657,0.010603322445174373,0.024809171201302202,0.03986066768708032,0.02979759933539526,0.00439238260311077,0.014976238659895058,0.01888566493439602,0.02472963873234217,0.01921084424310151,0.022729372483649344,0.019816410928675757
BAJAJFINSV.NS,0.06296816456806788,0.03910413595912704,0.05543672950138079,0.048028727728532256,0.04053495305954851,0.038252390415573365,0.04000079786261733,0.045645815610066594,0.02526486596263562,0.11489594351462484,0.09332495987414781,0.05411691571995021,0.046324394763270695,0.026274057387397597,0.018754999450960517,0.04375844887656992,0.03706056737018123,0.023016850781157023,0.07031159380489513,0.011630523029356424,0.03261900817699732,0.01734106595568342,0.03055311189842328,0.03220474933325078,0.01622318364258357,0.0386379347644711,0.039179603492181726,0.04834774305290067,0.01633416723218241,0.032052915879447294,0.0529488571377432,0.03754471667716065,0.03208275577452779,0.05015061857466851,0.04081392477950059,0.046104274395112096,0.034514733556676794,0.04949059775063265,0.03107622005859822,0.027862327059507204,0.023010130006378828,0.0438566760217297,0.03538775096768848,0.03387405612247749,0.06986812001866773,0.07389633663286348,0.07022239155229731,0.038338144975410264,0.025459669990613557,0.02437963908754433,0.05244774524686979,0.04867682618227833,0.05229218868565167,0.04140407958843908,0.04320358979236915,0.03284527243576622,0.046941871753524426,0.05636203705634274,0.036951523423713765,0.04029555454621498,0.047581547638138766,0.021227866531453397,0.04170108956842691,0.024765257058849712,-0.00392563721398486,0.0575383344225226,0.01687111509373505,0.08235094322762107,0.04140872525309847,0.057929703941925606,0.03744588015861007,0.04737554374908258,0.03889703394946594,0.02253649412363616,0.027688355565476903,0.04064391063947226,0.06094553500591471,0.04763913781344801,0.02348667578886998,0.03243026880851896,0.04460828347301877,0.044634541428848505,0.04250120050454842,0.04540649472125166,0.040799377190783144
