Date,ADANIENT.NS,ADANIGREEN.NS,ADANIPORTS.NS,ADANIPOWER.NS,AMBUJACEM.NS,APOLLOHOSP.NS,ASIANPAINT.NS,AXISBANK.NS,BAJAJ-AUTO.NS,BAJAJFINSV.NS,BAJFINANCE.NS,BANDHANBNK.NS,BERGEPAINT.NS,BHARTIARTL.NS,BIOCON.NS,BOSCHLTD.NS,BPCL.NS,BRITANNIA.NS,CANBK.NS,CIPLA.NS,COALINDIA.NS,COLPAL.NS,CUMMINSIND.NS,DIVISLAB.NS,DRREDDY.NS,EICHERMOT.NS,EXIDEIND.NS,FSL.NS,GAIL.NS,GODREJCP.NS,GRASIM.NS,HAVELLS.NS,HCLTECH.NS,HDFCAMC.NS,HDFCBANK.NS,HDFCLIFE.NS,HEROMOTOCO.NS,HINDALCO.NS,HINDPETRO.NS,HINDUNILVR.NS,HINDZINC.NS,ICICIBANK.NS,ICICIGI.NS,ICICIPRULI.NS,IDFCFIRSTB.NS,INDIACEM.NS,INDUSINDBK.NS,INFY.NS,IOC.NS,ITC.NS,JINDALSTEL.NS,JSWSTEEL.NS,JUBLFOOD.NS,KOTAKBANK.NS,LT.NS,LUPIN.NS,M&M.NS,MANAPPURAM.NS,MARUTI.NS,MUTHOOTFIN.NS,NATIONALUM.NS,NESTLEIND.NS,NMDC.NS,NTPC.NS,ONGC.NS,PNB.NS,POWERGRID.NS,RBLBANK.NS,RELIANCE.NS,SAIL.NS,SBILIFE.NS,SBIN.NS,SHREECEM.NS,SUNPHARMA.NS,SYNGENE.NS,TATACONSUM.NS,TATAMOTORS.NS,TATAPOWER.NS,TATASTEEL.NS,TCS.NS,TECHM.NS,TITAN.NS,ULTRACEMCO.NS,VOLTAS.NS,WIPRO.NS
2022-01-04,0.0010772581238231993,0.014700368549199538,0.003597613266021815,-0.007403751010913617,0.00891479333430234,-0.005189802287448586,0.010781892189871911,0.01838170208679024,0.0036769551005113588,0.009077620247798679,0.017092328361133502,0.008518280662980438,0.010368281838392557,0.008896225838697092,0.004548523546064054,-0.004065365751222627,-0.00038845210737992186,0.005777305908814645,0.005354183508799126,-0.006716774694139893,-0.014810285986605054,0.0006831424837383526,0.007641259725426952,-0.006353144362467256,-0.00364708228317423,-0.005075816134035516,-0.0017610774375204086,-0.012486778106211127,0.010270210238251698,-0.008249690385223052,0.018295610914396798,-0.0034490653569464458,0.005504664442882445,0.003892670687956512,0.005856627844102125,0.00407380513366884,0.003351397382260979,-0.004078971060539671,0.003368119246384582,0.01691849606713891,0.03426160954014312,0.010657817424612803,0.009788602542198266,0.006611484430505188,-0.007049391300339214,0.0004991754431977746,-0.008659301778000894,0.0003686908555537993,0.009738879423712321,0.005248595675815038,0.006090423764836483,0.005022219888590307,-0.01360022416233575,0.015429217359434144,0.007645006916910946,-0.01364722814436048,0.0024704624025428945,-0.01907583311983918,0.014114980342185612,-0.004641682864175434,-0.010179313314110594,0.01072781031060055,0.0036954752889080122,0.05476187525218523,0.03320520942424188,0.009210558274566516,0.027316764884053768,-0.01431251156217106,0.022567974444573258,-0.00227069764262966,0.009260853110655276,0.02697545644250554,-0.010764466159193131,-0.01325170411719434,0.009477264085098858,-0.012232542113169265,-0.016077136685560545,0.01298123851675781,0.005558096106578869,0.017549577198013644,0.0028014056545409005,0.0234363441722778,-0.009522371565881094,0.009974050255209033,0.003895860720305677
2022-01-05,-0.002065119562867368,0.024109222520959817,0.021170153517129364,-0.006961755906425893,0.008323688492193337,0.0017423419439843713,0.01951270580633868,0.025029930906070197,0.021099703112517743,0.04977692751578333,0.044641046888254765,0.0349636233242423,0.006756396717365387,0.0036562938184072635,-0.0028815710664022998,0.006372529662027393,0.02267138976305394,0.005840474625598668,0.02154433895436858,0.004652359027297548,0.004575278516202985,0.0009214933957870652,-0.021222725213653093,-0.013685328019110599,-0.009316602878362668,0.027208942158777116,0.0026462764540373662,-0.03013187334035028,0.024472780906863667,0.00510690380418799,0.03253546142201236,-0.0008563579700501256,-0.017023429479803287,0.0015550056839153115,0.023748000043734896,0.0006124404658245375,0.008491371529758096,-0.0015753158735223316,0.05505204409008546,0.0060593897869931634,0.004235295002309014,0.019667509854364162,0.01822841912809725,0.007531216540302754,0.010141987986566292,0.03193617898636658,-0.0004976333902269037,-0.028696948655244525,0.028057745342868312,0.001362188660368524,0.04688302623965712,0.03594866262574148,0.009224185401788487,0.03754187145357246,0.005702984345230977,-0.0003217284725977043,0.009196442457528153,0.013977388463915608,0.019036468470980283,0.00013036307708813588,0.01322228230098288,0.0023480167129152907,0.020618514613466532,-0.006772065174036168,0.01725292454508831,0.010430179392917793,-0.00925899647516526,0.014520334010584168,0.004678412789519637,0.0286754196377923,-0.0006144870771734867,0.018407357866776275,0.00966650289569082,-0.003103755058978641,0.017805067577851386,-0.007105670340525894,0.0003063189766487895,-0.012372985701869732,0.02506964402068701,-0.006126609136834937,-0.029193230600901843,-0.0026520508177539925,0.001202502044928,0.0032116348749917645,-0.011087996141088463
2022-01-06,-0.0013699713152230952,0.0072518302697215375,-0.020002652061615778,0.0,-0.016891071381935685,-0.0017694074868761511,-0.003445192517474549,0.004677402270763187,0.01776072317051458,-0.00010554753924374438,0.010096772666831733,0.003795860577968213,-0.01158591329395986,0.014857133858150684,-0.008256341532345113,-0.0033346331512333904,0.0027867282456088827,0.0042080475018997365,0.0071090783012754954,-0.007053977784953203,0.006180864838263078,-0.006308918366647487,0.013289554353676847,-0.015202633913657948,-0.010635901390430802,0.013873773014718926,0.0026392921573459294,0.0044383398735503565,0.020580711239059024,-0.005761936384784616,-0.0151684475494277,-0.009892247366288909,-0.019721440629079656,-0.011876636444665412,-0.016039848964372938,-0.010175260820842968,-0.003990483016453772,0.00788887587371967,-0.0004772973149461679,-0.010100125295807838,-0.001506206944503874,-0.00380691884112061,-0.000414171720747758,-0.0003478143148366586,0.0,0.006044533846109479,0.01963604025017074,-0.014555694028436483,0.0,-0.008388179751324554,-0.008612349642425188,-0.029589658079728354,-0.015943292544821075,-0.015737570986801286,-0.012367847760516693,-0.009548879516781406,0.0004168445382146668,0.0008989363346223467,0.013729297057234024,-9.775956357849225e-05,0.014016614930033588,-0.01445651163948558,0.0003608252698630299,-0.00833329334989541,0.002993205197514559,0.0012903271042106201,-0.012940414990001203,0.025988731630418815,-0.021501435321219176,-0.005752271059788594,-0.011681827988517246,-0.0014215292125949741,-0.025229035105548858,-0.006586027682885964,-0.003578310204842672,-0.01110958701006115,-0.0018376018430692476,0.02214765578366662,-0.012185810405178743,-0.013856645732850725,-0.026157537189815616,0.0076665805400617515,-0.026241732280607777,0.00024017336095805142,-0.010861941614779047
2022-01-07,-0.008172209704053746,0.00943390998522653,-0.0050014169295447,0.003505242658684793,0.026353178046427228,0.011562132119292468,0.01754097776920216,0.0004107164681439457,-0.007518702631318819,-0.012765259516662186,-0.011473507124597493,0.024957287447402443,0.01300288552826201,-0.00802369080187304,-0.005133885794673776,-0.011201472619867592,0.0010106926944775108,0.016938307936420482,-0.0009412720384224249,-0.007863362325698953,0.014872085973920202,0.008923001838845757,0.0020176639431144228,0.006136983734634116,-0.006551403756131169,0.002573533608433376,-0.007604612076874795,0.004142540360127844,0.005041397933663649,0.008956231409676274,0.04481132840906077,-0.012876330023566585,0.004397231305424798,-0.0038567785252157094,0.0070140966073810596,0.020714121069305147,0.0012420720884704917,0.03005645244047983,0.018621692076706164,0.010349518407309466,0.004676425591019662,0.01044513958061466,-0.0016561665786032354,0.01521610212349156,-0.012048162315524302,0.15284788292374185,0.0005967191704476793,-0.0019253147500594148,0.010661049180783921,-0.001371686243591852,0.009183484080006021,-0.0016322090769684827,0.05127235388794693,0.006527923760205168,-0.010184406530796442,-0.007691062589068487,-0.012918910702483077,-0.006885919408315733,0.0030321904731285265,-0.004858798600971603,0.055290599413095665,0.012994057741128273,0.0,0.003437866706610615,0.04144565785869059,0.002577431589266821,-0.0036417825429899686,-0.008076310111051144,0.008069540652875018,-0.003115194169520663,0.009787769727271023,-0.0009152344458492889,0.019534015993618814,-0.000783533923514601,0.007820656089994493,0.01468048381601772,0.003579832333945099,0.005909434053976481,-0.002492982415373435,0.012094619659966499,0.006944034882579109,-0.008937219273143504,0.01332701783549295,0.016882620489667488,0.008147335855276605
2022-01-10,0.031487143691339536,0.011102557163364057,0.0037358779769076644,0.08483034190500649,0.00528646809332467,0.008642396215995829,-0.006375366665984039,0.01669871703167769,0.012557214271534223,0.002359754705033801,0.00939371298570224,0.010883733784661898,-0.008599459027753054,0.0003547843553546315,-0.0009763602141202865,0.019805506619663182,0.003407300713675898,0.008281222215991368,0.034856306636054324,0.0015851507171529278,0.023892960894067228,-0.0031974718394005563,0.009114674243465126,-0.011269294230626614,-0.0019857876975388766,-0.00315106410345134,0.010020738722847478,0.00027504829782354356,0.022214267971682133,-0.027674708941682113,0.022918716358054203,-0.012277259165205279,-0.0018983121245228496,0.03175248784836837,0.00554639014303171,0.004013529729094634,0.0316114144291646,-0.0012159066644598093,0.02046873629231083,-0.0037662822521052908,-0.007657706861285862,0.022061150781091055,-0.0012096931553003953,0.010106268512463101,0.012195090748312598,0.04273501108871103,-0.0015180156957094182,0.02009038807199981,0.010126567217940474,0.02243594972354468,-0.005656623942872696,-0.0011146203992096204,0.004995562475061277,0.02294858258660093,0.02530308531002068,0.024289091032542176,0.015621197735828929,0.020198719190691827,0.027776373625329365,0.008880320126940955,0.01761519307036008,-0.009790108943105391,0.009376073882403801,0.003806610626422069,0.008277521427054957,0.03727498518620709,-0.005848149758483134,0.0436713104083144,0.0008209948837936132,-0.02008929599987397,0.00961062962398862,0.025241705119753988,-0.003741795949326776,-0.002714224426262568,-0.0049885716763640175,-0.005705637524094254,0.026701959662584374,0.008485597911567444,0.007497716638121599,0.006837904543292472,0.007130901548231705,0.03296144074186924,0.0035988193036176064,-0.013494448234834255,-0.025298652907366437
2022-01-11,0.05209413081794212,0.08968651370366287,0.035528246527380736,-0.0013798886908505947,-0.004256915972796538,-0.0012242025616875374,-0.004150850659010663,0.0006057485037846977,0.0004803012145206953,3.922062908934265e-05,-0.007948161084897931,0.012226277702110933,0.0028700667436862837,-0.00212777546434173,0.0013960646471486982,-0.0076179254140980035,-0.01609848677012371,-0.006620966813676299,0.00773789198260566,-0.0002729000693058037,-0.013378716852732508,-0.007268723829862878,0.023788262354415668,0.011364168892637805,-0.006341737211067011,-0.007511861761898553,-0.006711459569236133,0.007148650296846304,-0.005958610661423336,-0.01718485011433213,0.004377770395342928,0.004623998366669824,0.04312520472946835,-0.012310159613975413,0.004329386099969801,-0.007240551699498332,-0.003820817778394492,-0.013288663134366163,-0.02388604814167905,-0.0014124800397125048,-0.011196888404054528,-0.0001232330385679825,-0.012631626263748252,-0.011192154849812619,-0.010040160796386255,-0.02419033028394868,-0.0031492416822728186,0.0026203894396814587,-0.009189579123511815,-0.006045776777951484,-0.05033394971013172,-0.03927989667004983,0.006437923372312193,-0.0057239107371480635,0.004121741546294189,0.008259604860767489,-0.0006532752152144106,-0.013593357692991859,0.0022459781514974075,-0.00915938730805188,-0.037283484299880154,0.002737529561296581,-0.02500888118506528,0.0034129643425897527,0.016419370300861047,-0.009913194318947771,-0.0007353189752982159,0.014184372271387247,0.007198561719773844,-0.048747095502340465,0.0034985549403461214,0.004566718588740137,0.0034701031670165694,0.006894968734488138,0.002705733538284738,0.00922254089745489,-0.004764761322998856,0.00582528675544558,-0.03318932811691411,0.009291661517403238,0.012325285985316459,-0.0015615760120472055,0.0027883247447382242,-0.005343944300326142,0.0009373602942064352
2022-01-12,-0.007484194146538337,0.050766988829431314,-0.0020258758227861273,0.09995392141028026,0.0006286235800421203,-0.008825882302626709,0.0014271590413788005,0.004843631696932915,0.0009747677661169352,0.007629521219382651,0.013644337557996433,0.02271499833424384,0.0034342993242277853,0.038026827344311176,0.017287119567193088,0.006849179716473142,-0.00626358024453344,-0.011527111565147408,0.006097538353619036,-0.010644635233019839,0.005045602091471757,-0.003575003256681031,-0.0006155307610412608,-0.005236411527679508,0.005172108540995923,0.007711848596891446,0.009400660077396372,0.0027300280698516755,0.012693740411160448,0.010819027975958795,0.014673236390115418,-0.0014727517581156757,0.006326318696675992,0.0016283433061858865,-0.005907212638794346,0.022943052195600666,0.008663457439017419,0.02385115690399453,0.0012548630962827545,0.003952246047327579,0.01208880094865683,0.016159885024237708,0.00038556701157288487,0.008832180898117326,0.00405681067007202,0.018233965107086192,0.025709413374387147,0.011775300587286042,0.004637288818282181,0.0036044743826013637,0.016799169465884667,0.01757783799062418,0.029054777088980854,0.01022290134370385,0.0066541523007837,0.007187758474289652,0.04652953666958415,0.019771962004825783,0.0033031508950343014,-0.004491070284866727,0.026279290726711313,-0.002775611269822509,0.035544124321560844,0.011715685805183229,0.024852408453923447,0.0012515687114622587,0.005396386296739886,0.04755253830368811,0.02669454704916885,0.005268056380450137,0.012972215477636606,0.008498860938778385,-0.011947692345091632,0.004564940858545086,-0.006031704051440601,-0.0034523230741646538,0.011869209176351037,0.019948498894727384,0.01499669380543045,-0.014300720105769882,-0.0038570194351718046,-0.015226214256804482,0.006889155020439075,0.0226535252986364,-0.004033827003060986
2022-01-13,0.01270421425000201,0.008649206141043031,0.01132871016275061,-0.024706905694614534,-0.003769767076519326,-0.006192051111019836,-0.024705259813756375,-0.008234627921630766,0.0031685632500828564,0.016152480969053418,0.004353947693970239,0.03842757817797038,-0.008809787299115635,0.002191087902199129,0.01480055041180739,-0.00048555925137283573,0.014921422905184611,0.013201957388527585,0.011672235297165656,0.01969753101836824,0.03388783344433666,0.011729477814835576,0.0012830468009197293,0.021623036086428904,0.006935324751311089,0.005966149854916836,0.001455238900961886,-0.010890290835336325,0.009401340488973675,-0.0006486252625850231,-0.00915163041848066,-0.021351834546683213,-0.013238302634102972,-0.006944218014669268,-0.018404917955317845,-0.004307356579550281,0.0011968683202647767,0.019178596445446505,0.00814662807954214,0.0004351684475591977,0.002116754208208338,0.001153269871646101,-0.011982364219869424,0.004249828244824894,0.006060590647687825,-0.01348093688595653,-0.015346991253345155,0.010306545389711319,0.016785579798093142,0.005387293213522382,0.058401608053814114,0.04687619029527368,0.0003446915269647022,-0.015460416859518156,0.022388895215208704,0.006401914378304285,0.01754590024414404,-0.004112435511630874,-0.011467802608335353,-0.013434675500901827,0.02156318063955709,0.0003703972463950933,0.03361647388974931,0.00821824452878106,-0.006062521359533002,0.004999917092574524,0.014881666417934314,-0.009012097721218137,0.005632502724973065,0.029537965299868407,0.00744356564776627,0.002155793613486612,0.005232908251399548,0.03503951091883506,0.011498018529204845,-0.008015046032922246,0.009265601582764127,0.031756062076959024,0.06446123345538957,0.009844855712255463,-0.006732239561733855,0.0024111368556203328,-0.006776704775223186,-0.0034895114111034298,-0.06017206547371312
2022-01-14,0.009118692458432998,0.02175346087469565,0.010230491223547133,0.006011203056946801,0.015893093025157734,-0.0018662355104560602,-0.026575038411854268,-0.02565136652525013,-0.005273918503526431,-0.0008394557343064379,0.003054447457929488,0.006790045806089662,-0.013555898761595242,-0.015304759754387276,-0.03389600287719241,0.005138931814808956,0.01001282354831301,-0.009869172325718378,0.010206401943538834,-0.002759498409337202,0.0,-0.001875485399097987,0.011686897673819363,0.005784411560493474,-0.007776177234832593,-0.004589246272728498,0.01075261104292724,-0.019543002556807965,-0.004484357753699375,-0.0060584188976292586,0.00024244826773456296,0.013527676724452098,0.0022107362539969255,-0.0013741826254822787,0.011223838746082793,0.0016409974153808182,-0.009214959234487119,-0.0022659477916684434,0.010101035809928938,-0.020917945039178876,-0.004224432113827281,-0.005699170777789475,0.003936268570809975,0.0005923938536132045,-0.012048162315524302,0.03915976051297121,-0.007604438668866065,0.017160422132607156,0.017746622535143697,-0.006028152540131448,0.013189721456967618,-0.0074870309415063785,0.003304684009926895,0.006151476243123177,0.013054881472304825,-0.007456134258997604,-0.01651779341005366,-0.003245022928043184,0.0008852894750255302,-0.008811449069973554,-0.0013191770426487226,-0.015940168840659408,-0.0006846158380715561,0.002964127982490572,-0.01768836589209788,-0.0012436860297572183,-0.0012020022201907343,0.05422700695336369,0.0014593678520917752,0.0013882366282460534,0.0038928154173631935,-0.005866800963144958,0.008309325445372995,-0.006643535342861551,-0.0009473892395499561,0.044234322607909604,-0.004004316936767172,-0.0036690467446779396,-0.00618258468952082,0.018022572209362986,0.01102505669128262,-0.010117324077651757,0.0070660195380714,0.02580965889433373,-0.015313645086002303
2022-01-17,0.004036851373628636,0.08089172331696526,-0.0013460408167621507,-0.00938965821420068,0.012664431792965392,-0.012524882326606313,0.004235585598278524,-0.012539839975020839,0.016589966823286284,0.008835923818598213,0.0026046041196243763,0.01568032594034463,0.005898696393304093,0.01110199340327922,-0.0016773677680126386,0.01179803218129516,0.005270295655927848,-0.012634581556393853,0.00021963459242990702,-0.012262609703957095,-0.006373542558874901,0.0024257043962574443,0.015098580109204729,0.002978386105281894,-0.0035827984504164245,0.008724351979551459,0.049453756242737734,0.0005614315451074603,0.0027720214596396175,0.0067483494760021134,0.03305870763236296,-0.011748479807216605,-0.05866711697108751,0.007508231887686678,-0.015305959402727387,0.0040210284979314,0.051289816505410535,-0.0007899510833719869,0.009076937468464052,0.010936211735967039,-0.007575804447954693,-0.000853591348554561,0.011868116161324327,0.041532923543367684,-0.004065056094269548,-0.013738980821684676,0.0004891003759066592,0.005260873421242707,0.0036497839635507567,0.008984640994116555,0.0,0.024461674604805417,-0.009551087330333274,-0.00038692323229660985,0.012055221359358548,-0.00971841884873259,0.02224231725019421,-0.005622824802222315,0.022426493910175038,0.0076774908805734565,-0.029061980827214007,-0.0034509082749127895,-0.007879593096239423,0.009235316345063804,0.029804540226165965,-0.007472104871591445,-0.006738707417749734,-0.008306803598537749,0.00521858618016946,-0.0073936901720165205,0.019270294544706745,0.011114383289811958,0.01724237264640105,-0.007618470060398397,-0.012721245737860376,0.0034097903464689328,0.029613711858667235,0.014116281746972659,0.013307466746045327,0.01285232716258422,-0.008833262688873411,0.0018513824431796166,0.027354474969234044,-0.013730698894150795,0.010706577809367568
