Ticker,0
ADANIENT.NS,0.8974407805890482
ADANIGREEN.NS,0.5189549263925818
ADANIPORTS.NS,0.1734795236999813
ADANIPOWER.NS,1.2854645318293227
AMBUJACEM.NS,0.39237849475673114
APOLLOHOSP.NS,-0.055825996295450396
ASIANPAINT.NS,-0.06138242682456741
AXISBANK.NS,0.34278865176849765
BAJAJ-AUTO.NS,0.16542034904145245
BAJAJFINSV.NS,-0.037231073213924624
BAJFINANCE.NS,-0.039093747697490945
BANDHANBNK.NS,0.002792540631183743
BERGEPAINT.NS,-0.2546899394659181
BHARTIARTL.NS,0.18903311775467174
BIOCON.NS,-0.2821894471374026
BOSCHLTD.NS,0.04125699721710516
BPCL.NS,-0.09098424699005189
BRITANNIA.NS,0.22409437572710406
CANBK.NS,0.6138773825165278
CIPLA.NS,0.17811778684760743
COALINDIA.NS,0.5452788031509868
COLPAL.NS,0.0942972801355567
CUMMINSIND.NS,0.4446869370575347
DIVISLAB.NS,-0.2626308646634994
DRREDDY.NS,-0.10974608495765537
EICHERMOT.NS,0.22602748088036262
EXIDEIND.NS,0.10696525671364582
FSL.NS,-0.527190983857425
GAIL.NS,0.1816456275592524
GODREJCP.NS,-0.04474751735908082
GRASIM.NS,0.08140522164900571
HAVELLS.NS,-0.20768758230432074
HCLTECH.NS,-0.16782166642070379
HDFCAMC.NS,-0.05610288023742648
HDFCBANK.NS,0.1145088602456058
HDFCLIFE.NS,-0.0975287725540462
HEROMOTOCO.NS,0.17917056883474072
HINDALCO.NS,0.08489780914701872
HINDPETRO.NS,-0.12227379308812379
HINDUNILVR.NS,0.12919139812260969
HINDZINC.NS,0.17852435106608835
ICICIBANK.NS,0.1882050229335072
ICICIGI.NS,-0.09089659628721626
ICICIPRULI.NS,-0.1920525825721382
IDFCFIRSTB.NS,0.24643811644616978
INDIACEM.NS,0.2132940908428859
INDUSINDBK.NS,0.36592353251425846
INFY.NS,-0.17439764913188305
IOC.NS,0.1156294789625631
ITC.NS,0.49162123557231047
JINDALSTEL.NS,0.5302816471024697
JSWSTEEL.NS,0.24191939407498025
JUBLFOOD.NS,-0.2852105331752449
KOTAKBANK.NS,0.03313605936941036
LT.NS,0.12786333975788192
LUPIN.NS,-0.20691485946759025
M&M.NS,0.46921981406064817
MANAPPURAM.NS,-0.2709510484015542
MARUTI.NS,0.1585506003372294
MUTHOOTFIN.NS,-0.3132494433201551
NATIONALUM.NS,-0.12750367738542667
NESTLEIND.NS,0.027294358784922854
NMDC.NS,0.2938296352356326
NTPC.NS,0.3662511250058246
ONGC.NS,0.18256723475178818
PNB.NS,0.515252539359684
POWERGRID.NS,0.13808254187062294
RBLBANK.NS,0.46849987514908675
RELIANCE.NS,0.09436903681214182
SAIL.NS,-0.16019094601491266
SBILIFE.NS,0.05280920409179846
SBIN.NS,0.32040782284214325
SHREECEM.NS,-0.11037726602449123
SUNPHARMA.NS,0.2055838834297105
SYNGENE.NS,-0.0022956102612063886
TATACONSUM.NS,0.07037101248726957
TATAMOTORS.NS,-0.1906861609034744
TATAPOWER.NS,-0.000645856144031744
TATASTEEL.NS,1.2059483740181625
TCS.NS,-0.12116883313410401
TECHM.NS,-0.4950108339405156
TITAN.NS,0.07289939518922697
ULTRACEMCO.NS,-0.06307447239874092
VOLTAS.NS,-0.3890594811754114
WIPRO.NS,-0.5686986840219755
